,Categoria,Serie,Series_2,Valor
36,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},201901,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",17
37,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},201902,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",29
38,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},201903,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",25
39,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},201904,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",28
40,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202001,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",22
41,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202002,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",40
42,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202003,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",-13
43,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202004,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",-11
44,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202101,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",26
45,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202102,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",16635
46,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202103,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",81391
47,{'100998': 'F.1 - Ouro monetário e direito especial de saque'},202104,"{'201001': '33', '201002': '1', '201003': '2', '201004': '2', '201101': '-790', '201102': '12', '201103': '3', '201104': '0', '201201': '1', '201202': '0', '201203': '2', '201204': '1', '201301': '0', '201302': '0', '201303': '1', '201304': '2', '201401': '1', '201402': '1', '201403': '3', '201404': '4', '201501': '12', '201502': '-2', '201503': '-1', '201504': '0', '201601': '33', '201602': '0', '201603': '1', '201604': '5', '201701': '6', '201702': '10', '201703': '8', '201704': '12', '201801': '1329', '201802': '35', '201803': '33', '201804': '398', '201901': '17', '201902': '29', '201903': '25', '201904': '28', '202001': '22', '202002': '40', '202003': '-13', '202004': '-11', '202101': '26', '202102': '16635', '202103': '81391', '202104': '1586'}",1586
48,{'100999': 'F.2 - Numerário e depósitos'},201001,"{'201001': '19747', '201002': '12996', '201003': '-3371', '201004': '23673', '201101': '5100', '201102': '-3752', '201103': '5552', '201104': '-32719', '201201': '8071', '201202': '12186', '201203': '-1393', '201204': '1431', '201301': '-2039', '201302': '9915', '201303': '7552', '201304': '5354', '201401': '27220', '201402': '4061', '201403': '2277', '201404': '2985', '201501': '-1812', '201502': '26606', '201503': '11326', '201504': '31833', '201601': '28302', '201602': '37613', '201603': '-27309', '201604': '-35905', '201701': '-6321', '201702': '1715', '201703': '2204', '201704': '12237', '201801': '8796', '201802': '-5205', '201803': '-77185', '201804': '-4991', '201901': '-3711', '201902': '-1132', '201903': '3089', '201904': '581', '202001': '42397', '202002': '15925', '202003': '90', '202004': '37293', '202101': '15110', '202102': '42165', '202103': '-23167', '202104': '-51011'}",19747
49,{'100999': 'F.2 - Numerário e depósitos'},201002,"{'201001': '19747', '201002': '12996', '201003': '-3371', '201004': '23673', '201101': '5100', '201102': '-3752', '201103': '5552', '201104': '-32719', '201201': '8071', '201202': '12186', '201203': '-1393', '201204': '1431', '201301': '-2039', '201302': '9915', '201303': '7552', '201304': '5354', '201401': '27220', '201402': '4061', '201403': '2277', '201404': '2985', '201501': '-1812', '201502': '26606', '201503': '11326', '201504': '31833', '201601': '28302', '201602': '37613', '201603': '-27309', '201604': '-35905', '201701': '-6321', '201702': '1715', '201703': '2204', '201704': '12237', '201801': '8796', '201802': '-5205', '201803': '-77185', '201804': '-4991', '201901': '-3711', '201902': '-1132', '201903': '3089', '201904': '581', '202001': '42397', '202002': '15925', '202003': '90', '202004': '37293', '202101': '15110', '202102': '42165', '202103': '-23167', '202104': '-51011'}",12996
50,{'100999': 'F.2 - Numerário e depósitos'},201003,"{'201001': '19747', '201002': '12996', '201003': '-3371', '201004': '23673', '201101': '5100', '201102': '-3752', '201103': '5552', '201104': '-32719', '201201': '8071', '201202': '12186', '201203': '-1393', '201204': '1431', '201301': '-2039', '201302': '9915', '201303': '7552', '201304': '5354', '201401': '27220', '201402': '4061', '201403': '2277', '201404': '2985', '201501': '-1812', '201502': '26606', '201503': '11326', '201504': '31833', '201601': '28302', '201602': '37613', '201603': '-27309', '201604': '-35905', '201701': '-6321', '201702': '1715', '201703': '2204', '201704': '12237', '201801': '8796', '201802': '-5205', '201803': '-77185', '201804': '-4991', '201901': '-3711', '201902': '-1132', '201903': '3089', '201904': '581', '202001': '42397', '202002': '15925', '202003': '90', '202004': '37293', '202101': '15110', '202102': '42165', '202103': '-23167', '202104': '-51011'}",-3371
51,{'100999': 'F.2 - Numerário e depósitos'},201004,"{'201001': '19747', '201002': '12996', '201003': '-3371', '201004': '23673', '201101': '5100', '201102': '-3752', '201103': '5552', '201104': '-32719', '201201': '8071', '201202': '12186', '201203': '-1393', '201204': '1431', '201301': '-2039', '201302': '9915', '201303': '7552', '201304': '5354', '201401': '27220', '201402': '4061', '201403': '2277', '201404': '2985', '201501': '-1812', '201502': '26606', '201503': '11326', '201504': '31833', '201601': '28302', '201602': '37613', '201603': '-27309', '201604': '-35905', '201701': '-6321', '201702': '1715', '201703': '2204', '201704': '12237', '201801': '8796', '201802': '-5205', '201803': '-77185', '201804': '-4991', '201901': '-3711', '201902': '-1132', '201903': '3089', '201904': '581', '202001': '42397', '202002': '15925', '202003': '90', '202004': '37293', '202101': '15110', '202102': '42165', '202103': '-23167', '202104': '-51011'}",23673
52,{'100999': 'F.2 - Numerário e depósitos'},201101,"{'201001': '19747', '201002': '12996', '201003': '-3371', '201004': '23673', '201101': '5100', '201102': '-3752', '201103': '5552', '201104': '-32719', '201201': '8071', '201202': '12186', '201203': '-1393', '201204': '1431', '201301': '-2039', '201302': '9915', '201303': '7552', '201304': '5354', '201401': '27220', '201402': '4061', '201403': '2277', '201404': '2985', '201501': '-1812', '201502': '26606', '201503': '11326', '201504': '31833', '201601': '28302', '201602': '37613', '201603': '-27309', '201604': '-35905', '201701': '-6321', '201702': '1715', '201703': '2204', '201704': '12237', '201801': '8796', '201802': '-5205', '201803': '-77185', '201804': '-4991', '201901': '-3711', '201902': '-1132', '201903': '3089', '201904': '581', '202001': '42397', '202002': '15925', '202003': '90', '202004': '37293', '202101': '15110', '202102': '42165', '202103': '-23167', '202104': '-51011'}",5100
